Days_Since_Inspection,Total_Safety_Complaints,Control_Metric,Turbulence_In_gforces,Cabin_Temperature,Accident_Type_Code,Max_Elevation,Violations,Adverse_Weather_Metric,Safety_Score,Output
13,9,41.61349134,0.78239524,79.13,2,33768.96286,2,0.454650609,51.73515982,1
16,0,76.48131267,0.492095925,82.12,6,49696.26132,2,0.012360083,52.37442922,1
14,7,66.63628077,0.313228273,78.64,4,24094.67913,3,0.043752528,36.66666667,0
12,7,66.2260711,0.450263974,78.52,4,23078.09972,1,0.042334375,32.42009132,0
20,20,74.2023701,0.206484674,77.96,3,30176.47025,0,0.15044351,16.98630137,0
11,12,71.74111212,0.496423368,78.67,6,32803.7517,1,0.007870138,47.21461187,0
15,3,58.38650866,0.414923188,85.97,1,33105.85255,3,1.225134717,42.96803653,0
12,0,86.05287147,0.280051208,79.83,3,28568.16252,1,0.142969917,31.14155251,0
16,22,78.66909754,0.40374396,78.47,5,31363.12248,1,0.020720962,42.96803653,0
17,0,80.62898815,0.303130905,77.27,1,38564.12923,0,1.422522112,14.24657534,0
11,1,66.54512306,0.400137757,79.8,2,40101.82504,0,0.541604994,59.40639269,1
12,15,49.86326345,0.354338983,80.44,3,40442.72815,2,0.201223914,42.60273973,0
13,5,82.1786691,0.434757303,80.85,2,27009.16121,3,0.367070924,51.82648402,1
12,0,57.52051048,0.432593581,78.13,5,33637.18008,3,0.023799066,43.47031963,0
12,6,80.5834093,0.396892175,78.83,3,33680.09968,1,0.168147873,42.78538813,0
16,14,96.30811304,0.245071042,77.74,4,22016.95227,2,0.040219775,17.35159817,0
10,27,82.3609845,0.395810314,76.21,3,17474.54856,2,0.086068178,62.46575342,1
14,7,61.94165907,0.223433826,81.82,4,29492.5664,1,0.053758613,23.10502283,0
14,2,51.04831358,0.763282366,78.37,5,32372.42226,0,0.022272615,26.34703196,0
16,8,45.07748405,0.473704291,81.45,4,14515.79515,3,0.027935419,42.46575342,0
19,2,35.82497721,0.754627479,81.43,3,41508.44009,1,0.208414226,20.95890411,0
12,8,61.66818596,0.368403173,82.52,4,40406.30633,4,0.073373755,66.25570776,1
9,1,58.02187785,0.482359178,77.2,3,39820.41925,2,0.198336005,53.83561644,1
14,18,69.05195989,0.203960332,85.27,3,37349.24946,1,0.186378615,37.67123288,0
10,0,67.31996354,0.491735305,80.71,4,36884.00239,2,0.067523537,37.53424658,0
18,0,49.68094804,0.696206996,84.74,4,37386.79127,2,0.068057398,45.57077626,0
13,5,52.09662716,0.494620267,80.14,2,16200.33643,2,0.209716721,50.3196347,1
15,4,69.55332726,0.333062387,77.81,3,20387.3562,2,0.101519828,33.60730594,0
13,6,74.52142206,0.207205914,81.58,2,15282.22481,2,0.178843572,50.73059361,1
3,2,71.37648131,0.304573386,79.58,3,32463.03292,2,0.161821163,77.85388128,1
7,3,30.40109389,0.774822214,84.96,4,22753.27732,2,0.041981418,58.76712329,1
6,1,70.46490428,0.249759106,82.26,4,18418.66999,2,0.034464031,50.50228311,1
23,7,97.76663628,0.370927515,78.3,4,38630.47568,4,0.070487057,20.95890411,0
12,0,62.71649954,0.356863325,82.23,6,34889.67592,3,0.008982857,31.18721461,0
15,5,71.1030082,0.388958529,79.49,4,31115.76613,3,0.057690508,20.2283105,0
14,1,61.62260711,0.430429859,80.62,4,41691.68116,3,0.076566406,35.47945205,0
10,0,79.71741112,0.333423008,82.19,3,28759.09975,2,0.143183127,50.77625571,1
12,3,56.3810392,0.456033898,81.96,2,32702.14799,1,0.444452039,54.01826484,1
13,0,62.7620784,0.329095564,78.66,4,44040.99295,1,0.080537705,28.94977169,0
6,8,75.84320875,0.292672917,76.02,4,33959.19162,4,0.06199507,73.42465753,1
22,2,68.77848678,0.291230436,80.74,6,31224.52824,2,0.007941893,6.02739726,0
5,6,39.97265269,0.585496574,79.53,2,32840.8105,1,0.443808474,54.70319635,1
8,11,54.23883318,0.607855031,81.72,2,40177.30178,3,0.54115283,68.40182648,1
12,20,82.72561531,0.462885683,77.98,6,49040.71611,2,0.012677216,41.36986301,0
13,7,57.52051048,0.439084746,80.07,2,40741.88227,2,0.550393966,63.92694064,1
12,3,67.59343665,0.25516841,81.7,1,36027.6632,3,1.325390947,30.73059361,0
14,0,79.12488605,0.218385142,81.85,2,28782.52901,3,0.38932567,49.26940639,0
16,15,65.58796718,0.426102416,75.27,2,61815.49829,0,0.74690874,42.10045662,0
18,1,68.00364631,0.330538045,80.03,2,35101.95501,2,0.474109752,12.92237443,0
10,6,78.66909754,0.239661738,79.88,7,29157.10744,1,0.002842985,73.51598174,1
12,0,52.14220602,0.510848179,79.37,2,22671.81721,2,0.303007317,41.82648402,0
18,3,36.78213309,0.662308691,75.5,5,31647.88432,2,0.022161161,11.78082192,0
7,10,68.50501367,0.359748287,77.69,2,22913.21705,1,0.311631545,72.96803653,1
12,7,73.51868733,0.303130905,76.99,1,31180.80116,2,1.142143809,32.14611872,0
13,2,68.14038286,0.213336459,84.43,7,27762.79967,2,0.00212511,52.46575342,1
16,1,86.82771194,0.230646232,79.15,4,17933.05028,4,0.031134859,18.31050228,0
15,11,70.32816773,0.555925712,80.35,2,27009.16121,4,0.366224285,55.93607306,1
7,0,70.87511395,0.32368626,75.88,4,29978.38207,1,0.055119247,47.30593607,0
14,5,61.48587056,0.51229066,80.52,4,45329.88964,2,0.082792377,36.62100457,0
13,13,77.52962625,0.313228273,81.01,1,35815.52754,3,1.309608362,51.64383562,1
12,8,49.86326345,0.33702921,80.44,3,42607.0711,2,0.210513626,41.96347032,0
15,3,62.07839562,0.368763794,81,4,37550.39877,0,0.067964505,32.05479452,0
18,4,51.18505014,0.594151461,75.98,4,36350.87515,4,0.065892713,11.64383562,0
13,0,50.13673655,0.506881356,77.75,1,30282.77185,2,1.109627272,29.6347032,0
19,9,74.15679125,0.275723765,79.88,7,32850.282,3,0.003044113,31.18721461,0
8,21,73.01731996,0.260938334,80.39,6,38733.29547,3,0.009562795,56.21004566,1
19,17,73.97447584,0.334865489,79.75,1,33776.65219,0,1.239177313,20.0456621,0
6,6,42.98085688,0.645359538,79.64,5,5142.286073,4,0.008530901,52.37442922,1
14,4,69.14311759,0.407710783,82.17,1,38266.75565,2,1.407755268,24.29223744,0
13,1,58.97903373,0.340274793,79.27,2,57329.68061,2,0.780994745,51.23287671,1
16,1,56.42661805,0.466491886,78.84,7,22921.07733,2,0.002346066,53.28767123,1
7,22,57.83956244,0.308540209,79.76,4,38817.08971,1,0.070106808,48.63013699,0
14,7,75.20510483,0.249398485,88.93,7,23410.34229,4,0.002405762,58.72146119,1
14,23,54.64904284,0.438002885,85.4,3,10299.82175,2,0.054949132,60.1826484,1
6,4,72.78942571,0.427905517,82.17,2,33357.8874,2,0.449666781,73.78995434,1
12,5,63.71923428,0.306015867,79.68,2,30615.00439,1,0.414941704,57.03196347,1
7,3,61.94165907,0.321883159,81.31,4,24523.42154,0,0.044269063,48.67579909,0
10,10,54.46672744,0.381024883,77.8,4,29832.35471,0,0.054865468,50.3652968,1
10,0,70.32816773,0.325849982,79.75,6,26501.85903,0,0.006788015,50.50228311,1
13,4,84.22971741,0.262380815,78.97,4,23660.18747,2,0.04340991,29.7260274,0
11,3,59.11577028,0.416005049,86.42,7,19398.15115,1,0.001922183,68.49315068,1
11,24,72.28805834,0.362633249,86.4,6,36313.35054,2,0.008417642,45.75342466,0
13,7,52.78030994,0.280411828,81.25,5,26412.32563,2,0.018635269,28.90410959,0
14,5,33.9562443,0.60713379,79.74,7,31682.67094,1,0.002558692,25.70776256,0
10,1,69.82680036,0.3226044,81.94,7,34529.62574,3,0.003175886,73.69863014,1
15,10,92.38833181,0.185208078,78.76,4,28994.83338,2,0.053163562,22.00913242,0
9,15,78.07657247,0.341356653,80.65,5,29922.9354,1,0.019411422,54.84018265,1
12,5,54.7857794,0.367321313,80.4,4,28287.9926,3,0.052308589,66.43835616,1
6,39,58.11303555,0.564219978,82.38,3,35730.45109,1,0.179039159,64.61187215,1
8,3,71.87784868,0.258413992,79.51,4,40360.21541,1,0.073650921,44.01826484,0
12,5,64.5396536,0.419611251,78.59,6,52480.12198,1,0.012232725,31.36986301,0
14,2,52.41567912,0.456033898,78.28,5,25032.8277,2,0.016571697,36.02739726,0
13,1,69.59890611,0.32368626,76.94,3,39202.49252,1,0.195276857,27.26027397,0
10,1,61.75934366,0.32332564,82.48,6,19949.51783,1,0.004972224,51.18721461,1
8,3,85.18687329,0.249759106,82.45,2,43154.90567,2,0.587529548,43.78995434,0
13,0,69.55332726,0.415644428,75.31,1,22950.58102,1,0.852433506,29.40639269,0
10,10,81.72288058,0.474786152,78.31,6,38151.50602,2,0.009855709,49.08675799,0
7,0,54.9680948,0.259856473,88.71,2,29133.36152,1,0.395623223,59.31506849,1
11,3,79.71741112,0.235334295,79.68,6,8232.843655,2,0.002657776,69.8173516,1
6,21,64.81312671,0.399055896,76.63,2,21098.27033,3,0.287088419,76.98630137,1
17,17,73.29079307,0.250480346,77.75,4,17117.82572,2,0.031144118,15.43378995,0
13,0,53.78304467,0.468655608,78.47,4,35828.53682,3,0.06558602,29.6347032,0
16,2,80.03646308,0.224876307,79.94,2,38314.81688,1,0.517879251,41.32420091,0
10,3,96.03463993,0.209009016,79.71,3,35819.0665,1,0.180345251,72.00913242,1
8,6,62.57976299,0.284739272,82.14,2,32996.09385,1,0.447798128,44.79452055,0
15,2,51.64083865,0.258053372,81.92,1,27350.12992,2,0.991433467,33.19634703,0
10,0,69.55332726,0.249037865,76.77,4,21376.9967,2,0.039788262,39.45205479,0
16,3,57.83956244,0.589824017,78.23,2,38033.85421,0,0.514732243,18.31050228,0
13,6,77.75752051,0.301688424,78.28,3,40538.78082,4,0.200404041,39.49771689,0
13,0,63.85597083,0.302770285,76.04,6,44592.21979,2,0.010697032,40.2283105,0
7,2,72.74384686,0.272838803,78.01,2,31484.43664,3,0.427609652,72.96803653,1
10,4,41.61349134,0.558089434,80.46,1,36638.34877,3,1.351274876,38.76712329,0
19,4,79.62625342,0.199993509,80.44,3,31046.6876,2,0.153870217,31.55251142,0
19,4,65.58796718,0.261659574,77.61,4,22674.84765,3,0.042283526,44.20091324,0
9,12,46.08021878,0.610739993,81.42,4,45290.88375,1,0.082953147,41.00456621,0
15,7,71.37648131,0.22884313,81.78,7,50476.52682,2,0.00510547,56.48401826,1
6,1,63.12670921,0.392204111,79.81,6,28815.05953,1,0.00706945,62.10045662,1
14,1,73.06289881,0.308900829,78.82,6,29660.96349,3,0.007417154,37.39726027,0
20,6,58.56882407,0.328734944,77.18,4,31041.73851,2,0.056617451,13.92694064,0
17,8,81.72288058,0.435478543,81.76,7,25156.06073,2,0.002451609,51.59817352,1
10,1,50.22789426,0.663029931,82.86,3,40528.32977,1,0.199990449,51.05022831,1
12,2,68.32269827,0.134,81.39,6,33079.16863,4,0.008145496,32.42009132,0
18,1,71.37648131,0.290148576,78.16,7,23905.29206,2,0.002092937,12.69406393,0
10,1,53.23609845,0.392564731,79.1,3,24527.64183,1,0.123159948,62.00913242,1
11,20,63.94712853,0.448100252,78.12,3,39759.02,1,0.197841728,56.30136986,1
8,2,69.14311759,0.321161918,82.59,7,26062.36733,0,0.00253164,56.89497717,1
14,1,56.4721969,0.523469888,76.43,7,22345.03226,4,0.001979077,24.15525114,0
21,15,70.55606199,0.222712586,75.07,3,27171.77467,2,0.133100818,14.10958904,0
10,0,73.70100273,0.291230436,78.7,4,23568.47262,1,0.043367369,37.48858447,0
12,9,59.93618961,0.421774973,82.01,2,37411.15314,1,0.505802786,56.30136986,1
11,23,71.05742935,0.278608727,79.99,3,33980.66168,3,0.170794963,47.48858447,0
13,13,64.85870556,0.245431662,81.01,1,39310.10552,2,1.432605349,51.23287671,1
16,0,47.08295351,0.491014064,83.27,2,33717.61085,2,0.454618024,29.26940639,0
10,12,56.65451231,0.586939055,82.2,2,37581.57149,4,0.506953609,61.50684932,1
14,3,62.7620784,0.281493689,81.8,3,43148.00172,0,0.217024048,36.89497717,0
15,13,69.91795807,0.403022719,77.59,2,37626.22558,2,0.50694664,46.11872146,0
11,1,69.27985415,0.306376488,81.2,6,36790.50081,3,0.008978501,46.21004566,0
13,0,56.92798541,0.322243779,79.27,7,38818.4709,2,0.003447703,28.21917808,0
10,3,67.77575205,0.507602596,86.51,2,25377.61392,2,0.339951975,51.68949772,1
16,3,75.47857794,0.223794446,80.78,3,30206.16457,1,0.151931986,18.94977169,0
11,7,74.74931632,0.300606563,79.73,5,36131.65244,2,0.023913862,34.47488584,0
12,1,49.63536919,0.366960692,81.08,4,36789.68548,3,0.06748373,33.24200913,0
14,0,91.38559708,0.159243419,83.7,6,51312.92844,4,0.012983311,37.76255708,0
10,18,54.23883318,0.37741868,79.22,2,44097.24316,0,0.596791289,62.55707763,1
10,4,57.52051048,0.432954201,83.53,6,29541.18411,2,0.007472919,48.31050228,0
12,0,79.89972653,0.240022358,84.52,5,25377.66481,2,0.016908445,43.78995434,0
10,7,68.36827712,0.241104219,77.83,2,25777.00714,2,0.349246882,60.1369863,1
12,15,54.92251595,0.487407862,77.37,1,24135.44337,3,0.901972619,31.73515982,0
18,11,75.38742024,0.388597908,81.76,7,31108.87857,2,0.002716604,46.66666667,0
9,8,67.18322698,0.464328164,79,1,17945.36172,1,0.655500113,52.10045662,1
6,11,72.97174111,0.39112225,84.03,2,20120.81896,1,0.272486025,93.47031963,1
14,3,59.5715588,0.509766318,82.75,1,37533.17511,2,1.375305577,25.89041096,0
14,29,71.55879672,0.355420844,76.86,5,3470.002175,3,0.005659998,48.58447489,0
17,0,70.46490428,0.290148576,76.55,4,27801.68407,1,0.050635684,14.24657534,0
11,4,52.96262534,0.467573747,81.46,4,38286.9509,2,0.070596509,36.25570776,0
10,1,37.83044667,0.540419041,76.92,5,31051.27797,2,0.020865409,51.18721461,1
13,17,85.59708295,0.351093401,81.27,2,31661.62881,3,0.430069222,62.05479452,1
14,2,35.91613491,0.455673278,75.12,4,24707.19699,1,0.046209958,36.02739726,0
20,3,69.82680036,0.316834475,78.78,3,30696.56888,3,0.152942206,16.48401826,0
15,0,61.349134,0.522748648,77.25,6,20993.96223,3,0.00520289,21.18721461,0
15,0,62.07839562,0.263462676,78.93,5,22674.84765,1,0.01499081,46.57534247,0
15,1,79.85414768,0.21550018,75.68,3,16837.05984,1,0.084033025,33.83561644,0
8,5,85.68824066,0.158882798,80.16,6,35024.82167,2,0.008610704,56.62100457,1
17,22,55.65177758,0.568186801,76.13,7,28245.64126,2,0.002753495,47.53424658,0
13,11,78.94257065,0.39076163,84.2,6,37477.50746,3,0.009694498,52.19178082,1
11,11,83.59161349,0.289066715,82.53,3,41770.80478,2,0.208458586,33.19634703,0
13,1,64.03828624,0.339192932,77.56,4,24317.56146,1,0.044928916,27.16894977,0
18,1,71.55879672,0.424299315,78.75,4,37047.55116,2,0.06791806,34.01826484,0
11,6,64.67639015,0.298082221,79.9,4,41238.43301,3,0.075311747,35.75342466,0
10,1,62.62534184,0.317195096,83.73,5,48197.22075,0,0.033184857,60.1369863,1
8,10,66.31722881,0.416726289,78.31,3,31035.6552,2,0.15363564,55.84474886,1
13,5,75.06836828,0.237858637,78.56,7,13696.99706,4,0.001407585,62.32876712,1
10,0,54.37556974,0.261659574,78.35,4,15261.99326,3,0.027990371,39.6803653,0
19,4,64.5396536,0.286542373,79.37,3,23081.83983,2,0.114395822,19.543379,0
17,1,57.88514129,0.4044652,77.62,1,33766.62315,2,1.241427312,13.78995434,0
16,0,68.50501367,0.25516841,83.6,7,42983.79289,3,0.0039865,40.68493151,0
8,8,45.44211486,0.575759827,78.87,1,52118.26964,2,1.818558216,68.12785388,1
17,6,70.55606199,0.295197259,80.95,7,36866.60223,2,0.003480723,26.11872146,0
12,7,54.8769371,0.63345907,80.52,1,35654.72193,3,1.307928612,34.29223744,0
18,4,60.48313582,0.381746123,79.45,3,22547.19524,2,0.111897063,24.65753425,0
11,7,66.40838651,0.287263613,77.23,7,34655.46126,2,0.003056697,47.12328767,0
11,0,73.33637192,0.333423008,79.2,7,24792.92848,3,0.002291261,67.53424658,1
10,20,58.75113947,0.672406058,75.83,3,47156.93843,4,0.23368441,62.46575342,1
13,6,73.42752963,0.252644068,80.98,2,27855.90158,3,0.374914819,50.1369863,1
9,0,65.49680948,0.578644789,78.78,4,25490.64416,2,0.046885846,64.33789954,1
14,7,59.61713765,0.503996394,81.64,4,45760.75609,2,0.082786067,25.98173516,0
15,3,64.58523245,0.284018031,79.72,7,30615.00439,3,0.002670871,56.71232877,1
13,0,81.58614403,0.433675442,75.31,1,45416.58252,2,1.66486419,29.543379,0
16,0,70.51048314,0.295197259,76.68,2,30451.56601,0,0.409374818,30.91324201,0
15,2,66.90975387,0.413120087,80.85,2,45020.55435,3,0.610441183,20.2739726,0
14,7,75.8887876,0.451345835,85.04,4,31236.0296,2,0.058088148,24.79452055,0
8,4,57.61166819,0.256610891,86.98,4,44502.49662,2,0.081120093,44.79452055,0
5,6,53.73746582,0.311064551,77.98,2,36219.52131,2,0.492287323,74.65753425,1
15,19,62.12397448,0.330898666,78.59,7,28164.6002,3,0.002627593,22.05479452,0
15,5,51.36736554,0.52635485,77.67,4,27296.49509,2,0.050222997,22.60273973,0
11,4,64.12944394,0.409874504,82.69,2,23317.6699,2,0.31678486,57.67123288,1
12,1,63.85597083,0.284739272,84.48,6,27372.91297,0,0.006833851,44.56621005,0
17,4,74.02005469,0.252644068,79.51,7,45934.13348,4,0.003923191,51.59817352,1
11,1,66.36280766,0.252283448,76.98,3,33599.09027,1,0.168758363,46.75799087,0
15,1,56.42661805,0.466131266,79.86,1,32621.52616,3,1.203641484,20.54794521,0
15,5,80.62898815,0.381746123,89.19,4,32626.60559,1,0.060060354,20.50228311,0
9,15,78.07657247,0.333062387,76.87,3,35851.21078,1,0.178257539,55.34246575,1
14,4,54.46672744,0.410235124,80.2,3,22418.79746,3,0.112255875,37.44292237,0
11,4,60.66545123,0.272117562,81.1,4,20390.80249,2,0.037949075,35.29680365,0
10,9,68.36827712,0.398695276,81.12,5,15509.4345,2,0.010239283,61.32420091,1
17,0,96.8094804,0.211172737,76.8,1,37268.64778,2,1.372374168,37.48858447,0
13,5,55.60619872,0.434396682,78.75,1,25291.40489,3,0.925208521,50.3196347,1
12,14,88.46855059,0.245071042,80.21,1,25712.68915,2,0.948341399,32.10045662,0
12,7,75.25068368,0.316473855,79.86,6,35683.77174,1,0.008699993,32.92237443,0
10,3,73.06289881,0.24218608,79.99,3,12479.62528,4,0.057862583,49.5890411,0
11,23,72.28805834,0.205042193,78.2,3,26471.40049,3,0.132090953,47.48858447,0
7,0,81.58614403,0.434036062,77.85,4,30497.88866,4,0.056073196,49.6803653,0
11,1,52.59799453,0.392564731,79.72,2,37871.05576,0,0.510633766,46.16438356,0
13,0,82.90793072,0.28329679,77.09,3,33924.80145,1,0.168173043,30.3196347,0
14,1,68.04922516,0.253004688,78.21,3,28202.75965,1,0.141000605,37.35159817,0
18,3,72.06016408,0.319358817,77.36,2,46240.75501,0,0.620903116,24.15525114,0
14,0,89.97265269,0.28293617,75.2,4,35048.02659,4,0.064017054,23.92694064,0
15,15,81.26709207,0.20107537,75.97,1,12221.251,1,0.389486935,21.27853881,0
11,3,73.97447584,0.335586729,78.03,6,35902.35475,1,0.009187615,46.98630137,0
12,19,35.27803099,0.754627479,77.64,6,24798.35408,1,0.006051087,42.37442922,0
10,13,64.85870556,0.339553552,80.42,2,22472.16746,3,0.302231914,63.33333333,1
14,6,87.37465816,0.199632889,80.09,1,25712.68915,3,0.938862345,23.92694064,0
16,1,80.674567,0.269953841,82.97,4,17933.05028,3,0.031142769,18.31050228,0
12,10,65.54238833,0.278969347,77.99,5,27917.30258,1,0.019342855,55.57077626,1
4,2,63.90154968,0.245431662,79.72,7,47715.83146,4,0.004358599,93.78995434,1
11,14,57.65724704,0.395089073,86.13,5,18842.78867,1,0.012870065,34.01826484,0
7,0,47.94895169,0.735153985,79.74,5,42768.50948,2,0.028632141,62.19178082,1
16,4,58.84229717,0.219467003,77.29,1,28509.75968,1,1.032747503,41.32420091,0
9,12,66.95533273,0.306376488,78.5,7,23787.7963,2,0.002370533,76.11872146,1
19,3,59.89061076,0.439084746,78.25,3,24242.43199,2,0.119911593,30.77625571,0
11,2,82.90793072,0.362993869,77.73,6,28520.19777,3,0.007077648,45.79908676,0
16,0,67.41112124,0.414923188,84.72,3,22592.55026,1,0.111897063,27.48858447,0
9,24,60.98450319,0.416726289,78.64,7,47132.95711,2,0.003878064,40.54794521,0
16,0,84.86782133,0.312146412,81.7,3,36366.15301,1,0.180699126,30.91324201,0
13,0,61.85050137,0.312146412,77.53,4,30580.75163,2,0.055605158,28.90410959,0
9,1,85.96171376,0.281854309,81.53,1,36065.20853,1,1.32780562,40.73059361,0
14,11,59.70829535,0.308540209,79.99,3,43459.93175,4,0.217592819,36.84931507,0
9,2,80.44667274,0.523469888,77.85,3,30187.30099,3,0.150293722,53.47031963,1
18,2,75.43299909,0.270314461,77.58,4,41371.63656,2,0.076360978,12.96803653,0
7,0,46.99179581,0.355781464,82.08,2,15496.08616,2,0.210809445,71.68949772,1
17,3,67.50227894,0.505078255,85.07,1,27361.8,2,1.006584369,15.43378995,0
19,5,59.16134913,0.456033898,76.87,3,22708.3165,2,0.113058051,18.94977169,0
15,22,76.07110301,0.380303642,78.27,6,41263.02536,3,0.009972989,32.55707763,0
20,10,57.61166819,0.366600072,78.73,4,38630.47568,1,0.070887327,29.49771689,0
20,1,40.97538742,0.663751172,81.06,1,28633.1465,1,1.060390686,40.54794521,0
14,0,48.58705561,0.590545258,82.72,4,37386.79127,3,0.068636161,25.29680365,0
16,8,55.69735643,0.317555716,79.73,2,48722.48476,3,0.664582259,40.77625571,0
14,16,85.59708295,0.351093401,80.07,1,35415.6753,3,1.301223114,59.45205479,1
14,14,56.97356427,0.53897656,85.61,2,49106.35596,2,0.653900333,38.40182648,0
15,0,69.14311759,0.335947349,86.96,6,40561.69267,2,0.009456813,31.82648402,0
13,14,82.86235187,0.211893978,80.27,1,23197.10809,0,0.849133434,28.21917808,0
9,3,63.44576117,0.353617743,78.9,3,34501.86148,4,0.171426427,53.74429224,1
11,4,60.66545123,0.272117562,79.72,5,39103.4153,1,0.026612303,35.98173516,0
4,5,55.60619872,0.300967184,79.04,3,22841.76341,3,0.113058051,70.3196347,1
11,0,76.89152233,0.426823657,77.81,1,41139.7992,3,1.526875303,57.67123288,1
13,0,66.90975387,0.294476019,84.74,3,11938.90931,4,0.057862583,39.13242009,0
14,5,65.86144029,0.362272629,78.63,4,22429.33718,2,0.040335528,35.29680365,0
20,7,68.55059253,0.443772809,79.88,6,25239.66271,3,0.006380526,28.94977169,0
14,4,61.62260711,0.462525063,78.04,5,42708.85447,3,0.028789198,36.07305936,0
8,4,69.14311759,0.321161918,83.74,6,28510.12249,2,0.007078022,56.75799087,1
9,3,54.05651778,0.487407862,78.08,1,20142.47068,2,0.744647606,40.63926941,0
12,3,56.79124886,0.469376848,83.31,2,20482.4787,1,0.277200206,54.01826484,1
12,9,73.19963537,0.325489362,82.53,4,34386.24699,2,0.063407852,32.73972603,0
9,37,45.39653601,0.725777858,80.24,1,48367.58932,2,1.787288872,66.57534247,1
10,0,63.76481313,0.379221781,75.95,4,19689.99187,4,0.035517131,36.43835616,0
12,10,73.42752963,0.319358817,77.49,3,29977.7218,1,0.149220529,42.32876712,0
10,1,40.10938924,0.509766318,79.35,2,49762.79706,3,0.675069585,51.73515982,1
16,1,62.89881495,0.477671114,78.72,4,40580.03774,3,0.073699076,17.48858447,0
14,3,62.71649954,0.443772809,80.62,3,25272.12489,2,0.125121486,36.11872146,0
17,3,71.87784868,0.395810314,77.41,4,34315.19241,4,0.062792924,48.63013699,0
19,36,85.50592525,0.219827624,76.96,1,31250.15837,2,1.141176238,8.03652968,0
17,15,60.02734731,0.391482871,79.17,1,25631.34571,1,0.938862345,37.39726027,0
14,0,72.74384686,0.219106383,77.91,5,32944.33368,3,0.021553358,23.83561644,0
10,5,72.01458523,0.239661738,79.86,5,35594.72289,1,0.024540663,39.26940639,0
9,1,78.57793984,0.40374396,78.7,4,17700.92009,1,0.032193075,64.29223744,1
10,1,49.22515953,0.524191129,88.39,7,44888.76314,1,0.003913116,75.43378995,1
13,14,70.19143118,0.439805986,79.51,6,33528.51335,1,0.009103878,38.49315068,0
7,8,86.00729262,0.270314461,81.28,1,26663.96084,2,0.984261737,48.67579909,0
12,20,63.94712853,0.245792283,76.5,2,33495.77609,2,0.453246293,56.48401826,1
19,17,70.60164084,0.388958529,77.83,6,34956.47223,3,0.008699993,31.68949772,0
13,1,64.94986326,0.438002885,79.51,2,23407.411,2,0.316958074,29.22374429,0
14,2,81.90519599,0.158882798,81.83,1,17287.25562,2,0.664870454,49.31506849,0
14,1,48.08568824,0.447739632,80.43,3,38720.45237,0,0.191866235,47.35159817,0
11,9,78.66909754,0.208287775,79.77,7,19550.42361,3,0.002025695,69.543379,1
15,3,52.59799453,0.401219618,79.22,4,28716.27546,2,0.053758613,33.05936073,0
13,1,77.71194166,0.362272629,86.43,5,29078.85711,1,0.019551683,29.22374429,0
9,0,65.49680948,0.578644789,89.82,1,18897.27746,1,0.703984358,64.29223744,1
14,2,51.91431176,0.494620267,79.46,2,16200.33643,2,0.213127819,50.1369863,1
8,2,71.05742935,0.330538045,76.14,2,29821.78236,3,0.403561046,69.7716895,1
17,3,59.29808569,0.524551749,82.69,5,19433.6328,2,0.012514412,38.35616438,0
20,15,72.88058341,0.240022358,81.62,4,35684.88277,0,0.065408585,42.05479452,0
11,4,81.90519599,0.317195096,81.75,3,46567.49655,1,0.231870737,45.79908676,0
14,19,74.33910665,0.373451857,78.54,4,32099.60495,2,0.058588425,24.88584475,0
13,5,59.11577028,0.426823657,85.11,5,30677.10545,2,0.019927301,28.08219178,0
13,22,87.55697356,0.302409665,80.8,4,42829.49917,2,0.079028322,28.99543379,0
8,17,48.54147675,0.514093761,79.45,1,39029.73356,3,1.45138366,45.57077626,0
16,5,70.00911577,0.493899026,76.3,2,28473.78615,2,0.383236114,42.10045662,0
11,4,68.73290793,0.276084385,82.73,3,36790.50081,2,0.183423033,45.15981735,0
17,20,66.1349134,0.449542734,80.04,1,25958.13746,1,0.959037978,38.81278539,0
14,3,38.96991796,0.654375045,77.91,7,32734.22227,2,0.003006204,24.79452055,0
10,6,69.82680036,0.35037216,85.64,6,25227.60874,2,0.006300939,51.05022831,1
11,3,58.79671832,0.609658132,81.13,1,33313.71926,0,1.222971208,33.19634703,0
13,12,55.05925251,0.448100252,85.26,3,50314.72046,4,0.247733689,40.1369863,0
9,24,66.1349134,0.530682294,79.65,6,31702.32966,2,0.008060077,43.78995434,0
10,0,54.32999088,0.204681572,79.31,1,15261.99326,4,0.563737504,38.90410959,0
13,3,69.14311759,0.253725929,86.18,6,36790.50081,3,0.008690673,41.14155251,0
12,2,82.90793072,0.264183916,84.55,4,20578.67283,1,0.036900366,31.27853881,0
19,9,70.9206928,0.424299315,78.42,1,22087.48601,5,0.819092325,18.90410959,0
14,0,59.29808569,0.392564731,81.32,2,43290.0146,2,0.588559895,24.38356164,0
11,3,45.80674567,0.456033898,79.12,4,43562.3601,3,0.08016312,36.07305936,0
6,1,52.64357338,0.307818969,76.65,7,36219.52131,3,0.003324592,63.33333333,1
9,10,75.7064722,0.245431662,84.48,4,40666.47071,3,0.073997785,40.63926941,0
15,8,68.82406563,0.278248107,84.36,2,19364.54539,1,0.264253744,46.02739726,0
11,1,65.13217867,0.514093761,80.36,4,31168.93238,2,0.057672738,33.47031963,0
17,0,68.00364631,0.339914172,80.96,1,33745.49303,3,1.242204645,38.26484018,0
17,8,69.4165907,0.306376488,76.92,2,49422.62777,3,0.673466223,39.7260274,0
